age,job,marital,marital_status,education,default,balance,housing,loan,contact,day,month,day_month,duration,campaign,pdays,previous,poutcome,y
42,admin.,married,married,secondary,no,105,no,no,unknown,11,jun,11-Jun,1159,4,-1,0,unknown,yes
54,retired,married,married,primary,no,1379,no,no,unknown,11,jun,11-Jun,136,1,-1,0,unknown,no
36,management,married,married,tertiary,no,1604,yes,no,unknown,11,jun,11-Jun,47,3,-1,0,unknown,no
50,management,married,married,tertiary,no,396,no,no,unknown,11,jun,11-Jun,62,2,-1,0,unknown,no
49,retired,married,married,primary,no,3478,no,no,unknown,11,jun,11-Jun,484,5,-1,0,unknown,no
48,technician,married,married,secondary,no,1637,yes,no,unknown,11,jun,11-Jun,305,10,-1,0,unknown,no
53,retired,single,single,secondary,no,1846,no,no,unknown,11,jun,11-Jun,95,1,-1,0,unknown,no
39,management,married,married,tertiary,no,-190,no,yes,unknown,11,jun,11-Jun,893,8,-1,0,unknown,yes
54,technician,married,married,secondary,no,2500,no,no,unknown,11,jun,11-Jun,62,2,-1,0,unknown,no
50,blue-collar,married,married,primary,no,811,no,no,unknown,11,jun,11-Jun,103,3,-1,0,unknown,no
49,blue-collar,married,married,primary,no,238,no,no,unknown,11,jun,11-Jun,204,1,-1,0,unknown,no
59,retired,married,married,primary,no,1930,no,no,unknown,11,jun,11-Jun,453,1,-1,0,unknown,no
60,services,divorced,divorced,secondary,no,47,no,no,unknown,11,jun,11-Jun,360,1,-1,0,unknown,no
43,housemaid,divorced,divorced,primary,no,0,no,no,unknown,11,jun,11-Jun,643,1,-1,0,unknown,no
53,self-employed,married,married,tertiary,no,1128,no,no,unknown,11,jun,11-Jun,29,1,-1,0,unknown,no
36,technician,married,married,tertiary,no,4139,no,no,unknown,11,jun,11-Jun,175,4,-1,0,unknown,no
59,entrepreneur,married,married,tertiary,no,712,yes,no,unknown,11,jun,11-Jun,109,1,-1,0,unknown,no
27,technician,single,single,unknown,no,555,no,no,unknown,11,jun,11-Jun,240,9,-1,0,unknown,no
38,blue-collar,divorced,divorced,secondary,no,2998,yes,no,unknown,11,jun,11-Jun,91,1,-1,0,unknown,no
50,management,married,married,tertiary,no,0,no,no,unknown,11,jun,11-Jun,916,1,-1,0,unknown,no
40,admin.,divorced,divorced,secondary,no,1967,yes,no,unknown,11,jun,11-Jun,363,1,-1,0,unknown,no
60,blue-collar,married,married,primary,no,3230,no,no,unknown,11,jun,11-Jun,281,4,-1,0,unknown,no
45,technician,married,married,secondary,no,3007,no,no,unknown,11,jun,11-Jun,442,1,-1,0,unknown,no
36,blue-collar,single,single,secondary,no,161,yes,no,unknown,11,jun,11-Jun,196,2,-1,0,unknown,no
59,management,married,married,tertiary,no,1574,no,no,unknown,11,jun,11-Jun,181,1,-1,0,unknown,no
35,blue-collar,married,married,primary,no,234,no,no,unknown,11,jun,11-Jun,88,5,-1,0,unknown,no
44,blue-collar,married,married,primary,no,0,no,no,unknown,11,jun,11-Jun,112,2,-1,0,unknown,no
45,entrepreneur,divorced,divorced,tertiary,no,1273,yes,yes,unknown,11,jun,11-Jun,197,3,-1,0,unknown,no
38,blue-collar,married,married,primary,no,3057,yes,no,unknown,11,jun,11-Jun,133,1,-1,0,unknown,no
46,self-employed,married,married,primary,no,2295,yes,no,unknown,11,jun,11-Jun,138,1,-1,0,unknown,no
37,management,married,married,primary,no,1959,no,no,unknown,11,jun,11-Jun,439,1,-1,0,unknown,no
53,retired,divorced,divorced,secondary,no,-24,no,no,unknown,11,jun,11-Jun,303,1,-1,0,unknown,no
44,housemaid,married,married,secondary,no,192,no,no,unknown,11,jun,11-Jun,232,2,-1,0,unknown,no
59,retired,married,married,tertiary,no,307,no,yes,unknown,11,jun,11-Jun,63,5,-1,0,unknown,no
57,housemaid,married,married,primary,no,625,no,yes,unknown,11,jun,11-Jun,867,1,-1,0,unknown,yes
51,retired,married,married,secondary,no,1435,no,no,unknown,11,jun,11-Jun,587,1,-1,0,unknown,yes
41,management,single,single,tertiary,no,8368,no,no,unknown,11,jun,11-Jun,179,1,-1,0,unknown,no
45,blue-collar,married,married,unknown,no,2056,no,yes,unknown,11,jun,11-Jun,191,1,-1,0,unknown,no
49,technician,single,single,tertiary,no,2585,no,no,unknown,11,jun,11-Jun,64,1,-1,0,unknown,no
44,blue-collar,married,married,secondary,no,289,no,no,unknown,11,jun,11-Jun,300,1,-1,0,unknown,no
38,housemaid,married,married,secondary,no,634,no,no,unknown,11,jun,11-Jun,105,4,-1,0,unknown,no
53,admin.,single,single,secondary,no,-285,no,yes,unknown,11,jun,11-Jun,328,1,-1,0,unknown,no
39,blue-collar,single,single,secondary,no,393,yes,no,unknown,11,jun,11-Jun,339,1,-1,0,unknown,no
50,management,married,married,unknown,no,8345,no,no,unknown,11,jun,11-Jun,561,1,-1,0,unknown,no
54,management,married,married,tertiary,no,16843,no,no,unknown,11,jun,11-Jun,116,1,-1,0,unknown,no
60,blue-collar,married,married,unknown,no,3538,no,no,unknown,11,jun,11-Jun,261,1,-1,0,unknown,no
52,retired,married,married,unknown,no,293,no,no,unknown,11,jun,11-Jun,706,1,-1,0,unknown,yes
58,admin.,married,married,primary,no,2232,no,no,unknown,11,jun,11-Jun,219,1,-1,0,unknown,no
59,self-employed,married,married,secondary,no,1986,no,no,unknown,11,jun,11-Jun,139,1,-1,0,unknown,no
51,admin.,single,single,unknown,no,196,no,no,unknown,11,jun,11-Jun,98,1,-1,0,unknown,no
42,self-employed,divorced,divorced,tertiary,no,0,no,no,unknown,11,jun,11-Jun,694,2,-1,0,unknown,no
38,self-employed,single,single,secondary,yes,0,no,no,unknown,11,jun,11-Jun,68,3,-1,0,unknown,no
39,blue-collar,married,married,secondary,no,7653,no,no,unknown,11,jun,11-Jun,165,2,-1,0,unknown,no
49,services,divorced,divorced,secondary,no,725,no,no,unknown,11,jun,11-Jun,275,2,-1,0,unknown,no
37,self-employed,married,married,secondary,no,883,no,no,unknown,11,jun,11-Jun,153,1,-1,0,unknown,no
54,housemaid,married,married,unknown,no,4789,no,no,unknown,11,jun,11-Jun,83,1,-1,0,unknown,no
51,blue-collar,married,married,unknown,no,1137,no,no,unknown,11,jun,11-Jun,76,1,-1,0,unknown,no
42,housemaid,married,married,primary,yes,16,no,no,unknown,11,jun,11-Jun,79,1,-1,0,unknown,no
58,management,married,married,unknown,no,0,no,no,unknown,11,jun,11-Jun,145,1,-1,0,unknown,no
37,services,divorced,divorced,secondary,no,532,yes,no,unknown,11,jun,11-Jun,199,1,-1,0,unknown,no
37,admin.,married,married,unknown,no,463,yes,no,unknown,11,jun,11-Jun,158,1,-1,0,unknown,no
45,management,married,married,tertiary,no,409,no,no,unknown,11,jun,11-Jun,144,1,-1,0,unknown,no
51,housemaid,married,married,unknown,no,819,no,no,unknown,11,jun,11-Jun,316,1,-1,0,unknown,no
36,self-employed,married,married,tertiary,no,2517,no,no,unknown,11,jun,11-Jun,117,2,-1,0,unknown,no
43,management,married,married,tertiary,no,5523,no,no,unknown,11,jun,11-Jun,78,1,-1,0,unknown,no
51,blue-collar,married,married,primary,no,7080,no,no,unknown,11,jun,11-Jun,26,1,-1,0,unknown,no
42,technician,married,married,unknown,no,0,no,no,unknown,11,jun,11-Jun,241,1,-1,0,unknown,no
42,blue-collar,married,married,secondary,no,103,no,no,unknown,11,jun,11-Jun,95,2,-1,0,unknown,no
38,blue-collar,married,married,secondary,no,361,yes,no,unknown,11,jun,11-Jun,601,1,-1,0,unknown,no
60,retired,married,married,primary,no,6307,yes,no,unknown,11,jun,11-Jun,362,1,-1,0,unknown,no
57,housemaid,married,married,primary,no,58,no,no,unknown,11,jun,11-Jun,510,1,-1,0,unknown,no
57,housemaid,divorced,divorced,primary,no,395,no,no,unknown,11,jun,11-Jun,125,1,-1,0,unknown,no
59,retired,single,single,secondary,no,1150,no,no,unknown,11,jun,11-Jun,91,1,-1,0,unknown,no
57,services,divorced,divorced,primary,no,362,no,no,unknown,11,jun,11-Jun,187,1,-1,0,unknown,no
40,technician,married,married,secondary,no,0,no,no,unknown,11,jun,11-Jun,420,1,-1,0,unknown,no
31,blue-collar,single,single,secondary,yes,-9,yes,yes,unknown,11,jun,11-Jun,115,16,-1,0,unknown,no
49,entrepreneur,married,married,tertiary,no,384,no,no,unknown,11,jun,11-Jun,64,1,-1,0,unknown,no
42,self-employed,married,married,tertiary,no,1202,no,no,unknown,11,jun,11-Jun,40,1,-1,0,unknown,no
39,admin.,single,single,secondary,no,35,no,no,unknown,11,jun,11-Jun,242,1,-1,0,unknown,no
54,management,married,married,tertiary,no,69,no,no,unknown,11,jun,11-Jun,113,1,-1,0,unknown,no
52,blue-collar,married,married,primary,no,1884,no,no,unknown,11,jun,11-Jun,68,4,-1,0,unknown,no
39,services,divorced,divorced,secondary,no,2,yes,yes,unknown,11,jun,11-Jun,62,1,-1,0,unknown,no
46,services,married,married,secondary,no,379,no,no,unknown,11,jun,11-Jun,886,2,-1,0,unknown,no
51,unknown,married,married,unknown,no,12,no,no,unknown,11,jun,11-Jun,45,1,-1,0,unknown,no
59,retired,married,married,unknown,no,1033,no,no,unknown,11,jun,11-Jun,1199,1,-1,0,unknown,yes
40,admin.,divorced,divorced,secondary,no,6,no,no,unknown,11,jun,11-Jun,140,1,-1,0,unknown,no
58,housemaid,married,married,secondary,no,4840,no,no,unknown,11,jun,11-Jun,366,1,-1,0,unknown,no
35,services,married,married,secondary,no,2135,no,no,unknown,11,jun,11-Jun,436,1,-1,0,unknown,no
37,blue-collar,single,single,primary,no,914,no,no,unknown,11,jun,11-Jun,72,1,-1,0,unknown,no
56,unknown,divorced,divorced,primary,no,558,no,no,unknown,11,jun,11-Jun,119,1,-1,0,unknown,no
52,housemaid,married,married,primary,no,3283,no,no,unknown,11,jun,11-Jun,553,1,-1,0,unknown,no
56,blue-collar,married,married,secondary,no,1210,no,no,unknown,11,jun,11-Jun,935,1,-1,0,unknown,yes
53,technician,married,married,tertiary,no,431,yes,no,unknown,11,jun,11-Jun,74,1,-1,0,unknown,no
45,unknown,married,married,primary,no,44,no,no,unknown,11,jun,11-Jun,81,1,-1,0,unknown,no
49,management,married,married,tertiary,no,64,no,no,unknown,11,jun,11-Jun,586,1,-1,0,unknown,yes
41,housemaid,single,single,primary,no,1179,yes,no,unknown,11,jun,11-Jun,950,4,-1,0,unknown,no
47,blue-collar,married,married,secondary,no,303,no,no,unknown,11,jun,11-Jun,261,1,-1,0,unknown,no
50,blue-collar,married,married,tertiary,no,676,no,no,unknown,11,jun,11-Jun,159,1,-1,0,unknown,no
43,admin.,divorced,divorced,secondary,no,57,no,no,unknown,11,jun,11-Jun,46,1,-1,0,unknown,no
40,unemployed,divorced,divorced,secondary,no,0,no,no,unknown,11,jun,11-Jun,473,1,-1,0,unknown,no
38,blue-collar,married,married,primary,no,8637,yes,no,unknown,11,jun,11-Jun,119,1,-1,0,unknown,no
35,blue-collar,divorced,divorced,unknown,no,164,no,no,unknown,11,jun,11-Jun,967,2,-1,0,unknown,yes
36,management,single,single,tertiary,no,0,no,no,unknown,11,jun,11-Jun,33,1,-1,0,unknown,no
38,services,married,married,secondary,no,433,no,no,unknown,11,jun,11-Jun,148,1,-1,0,unknown,no
45,management,married,married,tertiary,no,1866,no,no,unknown,11,jun,11-Jun,116,7,-1,0,unknown,no
58,unknown,married,married,unknown,no,0,no,no,unknown,11,jun,11-Jun,464,2,-1,0,unknown,no
38,blue-collar,married,married,secondary,yes,-10,no,no,unknown,11,jun,11-Jun,174,1,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,717,no,no,unknown,11,jun,11-Jun,63,1,-1,0,unknown,no
44,blue-collar,married,married,secondary,no,594,no,no,unknown,11,jun,11-Jun,340,1,-1,0,unknown,no
58,technician,married,married,primary,no,139,no,no,unknown,11,jun,11-Jun,103,1,-1,0,unknown,no
51,technician,married,married,secondary,no,13089,no,no,unknown,11,jun,11-Jun,247,1,-1,0,unknown,no
40,blue-collar,single,single,primary,no,1780,no,yes,unknown,11,jun,11-Jun,114,1,-1,0,unknown,no
23,student,single,single,secondary,no,1284,yes,no,unknown,11,jun,11-Jun,327,10,-1,0,unknown,no
50,blue-collar,married,married,unknown,no,0,no,no,unknown,11,jun,11-Jun,249,1,-1,0,unknown,no
45,housemaid,divorced,divorced,primary,no,544,no,no,unknown,11,jun,11-Jun,110,1,-1,0,unknown,no
49,blue-collar,divorced,divorced,secondary,no,1869,no,yes,unknown,11,jun,11-Jun,257,1,-1,0,unknown,no
55,retired,married,married,primary,no,8894,no,no,unknown,11,jun,11-Jun,262,1,-1,0,unknown,no
40,blue-collar,married,married,secondary,no,11084,no,no,unknown,11,jun,11-Jun,113,1,-1,0,unknown,no
45,technician,divorced,divorced,secondary,no,0,yes,yes,unknown,11,jun,11-Jun,127,1,-1,0,unknown,no
45,self-employed,married,married,primary,no,750,no,no,unknown,11,jun,11-Jun,183,9,-1,0,unknown,no
48,admin.,married,married,secondary,no,155,no,no,unknown,11,jun,11-Jun,222,3,-1,0,unknown,no
56,blue-collar,married,married,secondary,no,0,no,no,unknown,11,jun,11-Jun,142,2,-1,0,unknown,no
41,housemaid,divorced,divorced,secondary,no,637,yes,yes,unknown,11,jun,11-Jun,678,4,-1,0,unknown,no
38,admin.,married,married,primary,no,464,no,yes,unknown,11,jun,11-Jun,86,2,-1,0,unknown,no
59,technician,married,married,tertiary,no,4445,no,no,unknown,11,jun,11-Jun,96,7,-1,0,unknown,no
25,blue-collar,married,married,primary,no,-83,yes,no,unknown,11,jun,11-Jun,211,17,-1,0,unknown,no
57,housemaid,married,married,primary,no,2234,no,no,unknown,11,jun,11-Jun,201,5,-1,0,unknown,no
54,admin.,married,married,secondary,no,1326,yes,no,unknown,11,jun,11-Jun,105,2,-1,0,unknown,no
36,services,married,married,secondary,no,24,yes,yes,unknown,11,jun,11-Jun,100,5,-1,0,unknown,no
36,unemployed,single,single,tertiary,no,9019,yes,no,unknown,11,jun,11-Jun,952,3,-1,0,unknown,no
36,services,married,married,secondary,no,2153,no,no,unknown,11,jun,11-Jun,181,2,-1,0,unknown,no
48,management,married,married,secondary,no,397,no,no,unknown,11,jun,11-Jun,389,6,-1,0,unknown,no
39,retired,married,married,secondary,no,-160,yes,no,unknown,11,jun,11-Jun,203,4,-1,0,unknown,no
32,management,single,single,tertiary,no,1160,yes,yes,unknown,11,jun,11-Jun,450,2,-1,0,unknown,no
43,entrepreneur,married,married,tertiary,no,396,no,no,unknown,11,jun,11-Jun,105,3,-1,0,unknown,no
36,management,married,married,tertiary,no,336,no,no,unknown,11,jun,11-Jun,178,7,-1,0,unknown,no
59,management,married,married,tertiary,no,7049,no,no,unknown,11,jun,11-Jun,647,2,-1,0,unknown,no
42,self-employed,married,married,tertiary,no,2821,no,no,unknown,11,jun,11-Jun,203,2,-1,0,unknown,no
37,admin.,single,single,secondary,no,1560,yes,no,unknown,11,jun,11-Jun,203,2,-1,0,unknown,no
28,technician,single,single,tertiary,no,-803,yes,yes,unknown,11,jun,11-Jun,222,9,-1,0,unknown,no
40,services,married,married,secondary,no,376,yes,yes,unknown,11,jun,11-Jun,268,2,-1,0,unknown,no
41,management,married,married,tertiary,no,6204,no,yes,unknown,11,jun,11-Jun,148,2,-1,0,unknown,no
44,management,single,single,tertiary,no,825,yes,no,unknown,11,jun,11-Jun,427,2,-1,0,unknown,no
42,blue-collar,married,married,unknown,no,8600,no,no,unknown,11,jun,11-Jun,90,9,-1,0,unknown,no
41,unknown,single,single,unknown,no,1259,no,no,unknown,11,jun,11-Jun,177,8,-1,0,unknown,no
55,housemaid,married,married,primary,no,0,no,no,unknown,11,jun,11-Jun,306,3,-1,0,unknown,no
60,housemaid,married,married,secondary,no,3587,no,no,unknown,11,jun,11-Jun,133,2,-1,0,unknown,no
48,technician,married,married,tertiary,no,2369,no,no,unknown,11,jun,11-Jun,516,2,-1,0,unknown,no
58,management,married,married,tertiary,no,313,no,no,unknown,11,jun,11-Jun,204,2,-1,0,unknown,no
56,retired,married,married,primary,no,0,no,no,unknown,11,jun,11-Jun,188,2,-1,0,unknown,no
51,retired,married,married,primary,no,2525,no,no,unknown,11,jun,11-Jun,184,2,-1,0,unknown,no
37,entrepreneur,single,single,tertiary,no,108,no,no,unknown,11,jun,11-Jun,157,6,-1,0,unknown,no
49,services,single,single,secondary,no,133,no,no,unknown,11,jun,11-Jun,319,6,-1,0,unknown,no
58,retired,married,married,primary,no,5092,no,no,unknown,11,jun,11-Jun,199,6,-1,0,unknown,no
36,unemployed,married,married,secondary,no,1766,no,no,unknown,11,jun,11-Jun,595,2,-1,0,unknown,yes
41,entrepreneur,married,married,secondary,no,2480,yes,no,unknown,11,jun,11-Jun,394,2,-1,0,unknown,no
43,retired,married,married,primary,no,7298,no,no,unknown,11,jun,11-Jun,36,2,-1,0,unknown,no
45,unknown,married,married,unknown,no,360,no,no,unknown,11,jun,11-Jun,157,9,-1,0,unknown,no
37,management,single,single,tertiary,no,-119,yes,no,unknown,11,jun,11-Jun,375,11,-1,0,unknown,no
39,admin.,single,single,tertiary,no,23,no,no,unknown,11,jun,11-Jun,162,3,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,219,no,no,unknown,11,jun,11-Jun,47,7,-1,0,unknown,no
46,unknown,married,married,primary,no,285,no,no,unknown,11,jun,11-Jun,215,2,-1,0,unknown,no
57,management,married,married,tertiary,no,1571,no,no,unknown,11,jun,11-Jun,230,13,-1,0,unknown,no
40,services,married,married,secondary,no,1325,no,no,unknown,11,jun,11-Jun,150,2,-1,0,unknown,no
37,blue-collar,married,married,primary,no,587,no,no,unknown,11,jun,11-Jun,126,2,-1,0,unknown,no
35,technician,single,single,tertiary,no,18,yes,yes,unknown,11,jun,11-Jun,111,10,-1,0,unknown,no
45,services,married,married,primary,no,116,yes,no,unknown,11,jun,11-Jun,287,3,-1,0,unknown,no
56,housemaid,single,single,primary,no,1,no,no,unknown,11,jun,11-Jun,83,2,-1,0,unknown,no
35,management,married,married,tertiary,no,810,no,no,unknown,11,jun,11-Jun,124,4,-1,0,unknown,no
54,retired,married,married,secondary,no,3671,no,no,unknown,11,jun,11-Jun,67,3,-1,0,unknown,no
51,entrepreneur,single,single,tertiary,yes,15,no,no,unknown,11,jun,11-Jun,104,2,-1,0,unknown,no
39,self-employed,married,married,tertiary,no,0,no,no,unknown,11,jun,11-Jun,904,4,-1,0,unknown,no
38,services,divorced,divorced,primary,no,188,no,no,unknown,11,jun,11-Jun,597,10,-1,0,unknown,no
49,admin.,married,married,secondary,no,1788,yes,no,unknown,11,jun,11-Jun,274,2,-1,0,unknown,no
38,blue-collar,single,single,tertiary,no,797,yes,no,unknown,11,jun,11-Jun,124,4,-1,0,unknown,no
32,technician,divorced,divorced,secondary,no,2,yes,no,unknown,11,jun,11-Jun,354,17,-1,0,unknown,no
57,admin.,married,married,secondary,no,5888,no,yes,unknown,11,jun,11-Jun,288,3,-1,0,unknown,no
41,self-employed,single,single,tertiary,no,1755,no,no,unknown,11,jun,11-Jun,152,10,-1,0,unknown,no
40,admin.,single,single,tertiary,no,1248,no,no,unknown,11,jun,11-Jun,1290,2,-1,0,unknown,yes
44,blue-collar,married,married,primary,no,321,yes,no,unknown,11,jun,11-Jun,59,8,-1,0,unknown,no
45,services,married,married,secondary,no,1306,no,no,unknown,11,jun,11-Jun,125,3,-1,0,unknown,no
52,admin.,married,married,secondary,no,4233,no,no,unknown,11,jun,11-Jun,158,2,-1,0,unknown,no
36,blue-collar,married,married,secondary,no,1704,no,no,unknown,11,jun,11-Jun,179,4,-1,0,unknown,no
52,unemployed,married,married,unknown,no,83,yes,no,unknown,11,jun,11-Jun,26,29,-1,0,unknown,no
36,admin.,divorced,divorced,secondary,no,0,no,no,unknown,11,jun,11-Jun,203,3,-1,0,unknown,no
58,housemaid,married,married,tertiary,no,497,no,no,unknown,11,jun,11-Jun,138,5,-1,0,unknown,no
43,technician,single,single,secondary,no,59,yes,no,unknown,11,jun,11-Jun,107,19,-1,0,unknown,no
48,blue-collar,married,married,primary,no,3304,no,no,unknown,11,jun,11-Jun,409,3,-1,0,unknown,no
60,management,married,married,tertiary,no,79,no,no,unknown,11,jun,11-Jun,48,3,-1,0,unknown,no
29,admin.,single,single,secondary,no,171,yes,no,unknown,11,jun,11-Jun,83,10,-1,0,unknown,no
37,blue-collar,married,married,primary,yes,-142,no,no,unknown,11,jun,11-Jun,199,3,-1,0,unknown,no
40,services,single,single,secondary,no,316,no,no,unknown,11,jun,11-Jun,122,5,-1,0,unknown,no
31,blue-collar,married,married,secondary,no,30,yes,no,unknown,11,jun,11-Jun,172,14,-1,0,unknown,no
40,blue-collar,married,married,primary,no,5560,yes,no,unknown,11,jun,11-Jun,93,3,-1,0,unknown,no
36,blue-collar,married,married,primary,no,272,no,no,unknown,11,jun,11-Jun,222,2,-1,0,unknown,no
36,admin.,married,married,secondary,no,0,no,no,unknown,11,jun,11-Jun,378,4,-1,0,unknown,no
51,blue-collar,married,married,primary,no,2995,yes,no,unknown,11,jun,11-Jun,93,2,-1,0,unknown,no
55,management,married,married,tertiary,no,10957,no,no,unknown,11,jun,11-Jun,514,4,-1,0,unknown,no
44,technician,married,married,tertiary,no,1454,no,no,unknown,11,jun,11-Jun,156,2,-1,0,unknown,no
48,admin.,married,married,secondary,no,13551,no,no,unknown,11,jun,11-Jun,89,3,-1,0,unknown,no
59,retired,single,single,secondary,no,2432,no,no,unknown,11,jun,11-Jun,236,2,-1,0,unknown,no
47,management,single,single,tertiary,no,0,no,no,unknown,11,jun,11-Jun,58,3,-1,0,unknown,no
42,blue-collar,married,married,primary,no,530,no,no,unknown,11,jun,11-Jun,850,8,-1,0,unknown,no
40,technician,married,married,secondary,no,240,no,no,unknown,12,jun,12-Jun,68,4,-1,0,unknown,no
39,blue-collar,married,married,unknown,no,2952,yes,no,unknown,12,jun,12-Jun,307,2,-1,0,unknown,no
40,blue-collar,divorced,divorced,secondary,no,181,no,no,unknown,12,jun,12-Jun,89,6,-1,0,unknown,no
56,technician,married,married,secondary,no,225,yes,no,unknown,12,jun,12-Jun,71,12,-1,0,unknown,no
47,management,married,married,unknown,no,0,no,no,unknown,12,jun,12-Jun,77,3,-1,0,unknown,no
34,blue-collar,married,married,secondary,no,352,yes,no,unknown,12,jun,12-Jun,52,3,-1,0,unknown,no
